# --------------------------------------------------
# nrow : 903
# ncol : 11
# comment : RFF predictors
# time_generated : 2025-12-08 12:49:41
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/2_Hydrology/2_FloodFrequencyAnalysis/6_covariate_paper/0_DataProcessingScripts/covariate_paper/scripts/data/D040_prepare_rff_predictors.py
# work_dir : /datasets/work/lw-resilient-nr/work/2_Hydrology/2_FloodFrequencyAnalysis/6_covariate_paper/0_DataProcessingScripts/covariate_paper
# python_environment posix
# python_version : 3.12.9 | packaged by conda-forge | (main, Mar  4 2025, 22:48:41) [GCC 13.3.0]
# pandas_version : 2.3.3
# numpy_version : 1.26.4
# python_inc : /datasets/work/lw-resilient-nr/work/0_Common_Data/5_Software/1_Python/conda/envs/env_jl_v2_pet/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/5_Software/1_Python/conda/envs/env_jl_v2_pet/lib/python3.12/site-packages
# --------------------------------------------------
STATIONID,PRECIPITATION_IFD_RATIO_AEP50%_2%[mm],CENTER_OZ_METRIC[-],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],ARIDITY_INDEX[-],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],LOG10_CATCHMENTAREA_VALID[km2][-],LOG10_DISTANCE_CENTROID_FROM_COAST[km][-],LOG10_PRECIPITATION_IFD_AEP2%[mm][-],LOG10_PRECIPITATION_IFD_AEP50%[mm][-]
917002,0.46667,0.20299,0.56593,2.61185,0.37551,-475839.28125,7899141.50000,3.00817,2.39192,1.35218,1.02119
112004,0.44972,0.20390,0.88521,3.13289,1.52759,-278156.21875,8050741.50000,2.96614,1.59185,1.55388,1.20683
116016,0.46296,0.20404,0.41246,2.01247,0.42785,-349029.75000,7998642.00000,3.16137,2.03758,1.33445,1.00000
116013,0.44882,0.20446,0.80276,2.85165,0.85610,-301195.34375,8036669.50000,2.48855,1.81990,1.40483,1.05690
116011,0.45238,0.20548,0.70217,2.47369,0.89359,-298828.28125,8044118.00000,1.94939,1.78167,1.40140,1.05690
917107,0.47321,0.20600,0.92127,2.94890,0.48264,-399065.78125,7971278.50000,2.81358,2.19835,1.35025,1.02531
919002,0.47273,0.20716,0.91598,2.40381,0.40724,-382441.28125,7989851.50000,3.10653,2.15020,1.34242,1.01703
112003,0.44884,0.20744,0.41765,2.05246,1.16079,-287799.43750,8063517.00000,2.21748,1.63253,1.48144,1.13354
116014,0.46667,0.20848,0.68764,2.34591,0.64729,-313230.21875,8049947.00000,2.77159,1.85536,1.35218,1.02119
111007,0.47382,0.20852,0.50811,2.23331,1.41376,-274260.71875,8080081.50000,2.71600,1.38971,1.60314,1.27875
110021,0.45525,0.20946,0.38888,1.82854,0.96640,-300934.21875,8064910.50000,2.10380,1.73823,1.40993,1.06819
110003,0.45149,0.20949,0.59627,2.16544,1.05257,-297517.68750,8067720.50000,2.35793,1.70455,1.42813,1.08279
111009,0.47209,0.21079,0.67698,1.98426,1.53499,-265355.78125,8100215.00000,1.14613,0.85367,1.63347,1.30750
111010,0.46283,0.21256,0.64144,1.87927,1.36803,-263666.96875,8112027.00000,1.14613,0.86338,1.62014,1.28556
110004,0.45000,0.21440,1.23070,2.86938,0.94146,-293321.78125,8099389.50000,1.76343,1.47687,1.44716,1.10037
919311,0.47867,0.21657,0.49685,2.15442,0.46667,-338434.71875,8075678.00000,3.44592,1.89998,1.32428,1.00432
110011,0.46110,0.22068,0.45334,3.08738,1.01797,-295689.96875,8134776.00000,2.17609,0.81422,1.54033,1.20412
919310,0.49123,0.22093,1.01325,3.02318,0.45106,-362325.34375,8080839.00000,3.69258,1.96265,1.35793,1.04922
919005,0.45588,0.22521,0.74484,2.63297,0.75475,-317192.75000,8144095.50000,2.56348,1.25741,1.53148,1.19033
919014,0.47022,0.22880,0.60174,2.44043,0.61373,-337306.75000,8148453.50000,3.41052,1.48950,1.50379,1.17609
919001,0.46557,0.22897,0.59190,1.81681,0.74615,-330658.25000,8155319.00000,1.94448,1.33454,1.48430,1.15229
916001,0.44882,0.22961,0.78613,2.36153,0.30719,-657578.43750,7871720.50000,4.59510,2.32612,1.40483,1.05690
919003,0.48485,0.23225,0.75691,2.62544,0.49613,-368478.75000,8141762.00000,3.88784,1.78929,1.42160,1.10721
919011,0.49145,0.23386,0.71571,2.36557,0.47454,-399683.25000,8123271.00000,4.30782,1.98964,1.36922,1.06070
108002,0.48266,0.23718,0.40294,2.99345,1.15723,-338772.50000,8199218.50000,2.95952,1.46156,1.53908,1.22272
919201,0.48400,0.24017,0.74508,2.38895,0.79975,-370691.90625,8188410.50000,2.72673,1.77622,1.39794,1.08279
107002,0.47500,0.24309,0.72356,2.09079,1.12603,-334189.93750,8241833.50000,2.57171,1.14630,1.55630,1.23300
105105,0.47962,0.24334,0.84558,2.90674,0.98578,-345632.90625,8232552.00000,2.47276,1.40962,1.50379,1.18469
105101,0.47872,0.24700,1.16413,3.10088,0.86283,-362106.09375,8240655.00000,3.36211,1.60039,1.45025,1.13033
105102,0.48750,0.25221,0.66132,2.12984,0.60877,-397820.68750,8239374.50000,3.11926,1.86949,1.38021,1.06819
922001,0.48173,0.31290,0.51435,1.55071,0.69708,-570390.75000,8483822.00000,3.46657,1.65461,1.47857,1.16137
925002,0.48896,0.31868,0.69575,2.17159,0.81072,-577378.31250,8525320.00000,2.85612,1.64272,1.50106,1.19033
923001,0.50654,0.33370,1.01368,2.51506,0.79296,-661643.31250,8528804.00000,3.00043,1.84866,1.48572,1.19033
926002,0.54104,0.34411,0.87679,2.02841,0.89798,-642482.75000,8672091.00000,2.52114,1.50066,1.42813,1.16137
927001,0.53746,0.34888,0.67837,2.68789,0.98089,-644088.81250,8723990.00000,3.38399,1.43185,1.48714,1.21748
G9070132,0.44033,0.47631,0.70826,1.93873,0.33291,-1368686.00000,8043202.50000,4.01703,2.22769,1.38561,1.02938
G9030176,0.51261,0.57172,0.78505,2.60886,0.48304,-1687391.37500,8303404.50000,3.74896,2.42546,1.37658,1.08636
G8140001,0.52632,0.57594,0.99560,2.71533,0.60137,-1717501.50000,8363223.50000,3.93651,2.32774,1.35793,1.07918
G8140086,0.51667,0.58426,1.04761,2.52392,0.49017,-1733332.62500,8300980.00000,2.68485,2.41886,1.38021,1.09342
G8140159,0.52766,0.58896,0.83067,2.21824,0.54143,-1761455.12500,8337439.00000,2.79169,2.33995,1.37107,1.09342
G8140152,0.52743,0.59677,0.56490,1.81871,0.58199,-1789258.37500,8328207.00000,2.82802,2.34503,1.37475,1.09691
G8140157,0.52697,0.59871,0.63951,2.27298,0.61766,-1802428.37500,8345608.50000,3.61613,2.30578,1.38202,1.10380
G8140067,0.52263,0.60112,0.38465,2.04096,0.48899,-1789501.25000,8276788.50000,4.55388,2.42921,1.38561,1.10380
G8140060,0.52419,0.60229,0.92857,3.07952,0.91778,-1822039.00000,8361323.50000,2.64836,2.26728,1.39445,1.11394
G8140068,0.50633,0.60402,0.59254,2.22784,0.58069,-1776808.00000,8206960.00000,4.03575,2.47465,1.37475,1.07918
G8140041,0.52893,0.60686,0.68778,2.64081,0.48811,-1815786.75000,8289559.00000,4.66558,2.37926,1.38382,1.10721
G8140040,0.52459,0.60727,0.72217,2.69470,0.51041,-1817753.12500,8290601.50000,4.67302,2.37521,1.38739,1.10721
G8140063,0.51311,0.61230,0.91790,2.27008,0.58199,-1866912.62500,8370900.00000,2.92531,2.20964,1.42651,1.13672
G8140011,0.49362,0.61263,0.83759,1.95201,0.85072,-1793923.00000,8169512.00000,3.79865,2.45692,1.37107,1.06446
G8170075,0.49430,0.61798,1.07473,2.42223,1.10321,-1927017.50000,8463565.00000,1.44716,1.84743,1.41996,1.11394
G8140161,0.50000,0.62199,0.85532,2.21079,0.68814,-1913356.12500,8383660.50000,2.63849,2.05672,1.40824,1.10721
G8170084,0.49805,0.62227,0.92960,2.08599,0.74362,-1927756.25000,8416309.00000,3.09552,1.98859,1.40993,1.10721
G8170008,0.50000,0.62297,0.51108,1.63929,0.82365,-1924176.25000,8399693.00000,2.08636,2.00418,1.40824,1.10721
G8170002,0.49612,0.62410,0.73361,1.83983,0.80337,-1933178.75000,8409427.00000,2.80072,1.96227,1.41162,1.10721
G8150010,0.49612,0.62418,0.76667,2.70333,0.80160,-1944276.62500,8435606.00000,2.55630,1.89763,1.41162,1.10721
G8150180,0.49425,0.62511,0.61505,2.78652,0.76804,-1951816.75000,8443435.00000,3.02036,1.84167,1.41664,1.11059
G8110007,0.46789,0.65963,0.79472,2.35110,0.33781,-1870114.75000,7989072.00000,4.65225,2.48945,1.33846,1.00860
G0060126,0.31520,0.67328,0.78664,2.39998,0.32160,-1472634.37500,7257097.00000,2.70070,2.96307,1.23300,0.73159
G8110004,0.46988,0.67600,1.15892,2.98588,0.42163,-1978292.87500,8075230.00000,3.36959,2.23519,1.39620,1.06819
G8110016,0.46119,0.70350,0.90562,2.59140,0.44314,-1943053.12500,7877465.50000,3.69161,2.55613,1.34044,1.00432
G8110006,0.48815,0.70566,0.70191,1.77036,0.40674,-2057692.75000,8019840.00000,4.00877,2.27552,1.32428,1.01284
G8100225,0.45679,0.70812,0.66687,2.24732,0.44870,-2132986.75000,8104906.50000,3.54357,1.96389,1.38561,1.04532
809315,0.46715,0.72589,0.69275,2.12346,0.31377,-2050560.75000,7910260.50000,3.86957,2.47219,1.31597,0.98543
809314,0.46063,0.73488,1.03839,2.79281,0.39133,-2229338.75000,8067047.50000,2.92958,2.03052,1.40483,1.06819
809340,0.47706,0.73947,1.10647,2.84916,0.43372,-2218184.75000,8030140.00000,3.56066,2.16273,1.33846,1.01703
809321,0.47887,0.74712,0.95683,2.66348,0.38166,-2238293.50000,8011152.50000,3.21260,2.21022,1.32838,1.00860
806005,0.48400,0.75963,0.75596,2.06058,0.54779,-2456847.00000,8154830.50000,3.12327,1.87871,1.39794,1.08279
809312,0.47677,0.76553,0.62687,2.04079,0.36576,-2223956.00000,7908410.50000,1.48544,2.42435,1.29667,0.97497
809322,0.48750,0.76715,1.12497,2.70293,0.36266,-2264553.75000,7937525.50000,3.40285,2.37406,1.30103,0.98900
807001,0.48276,0.76718,1.09972,2.89463,0.41509,-2423899.75000,8080411.50000,4.13840,2.18724,1.36549,1.04922
806006,0.48425,0.76732,1.11314,3.05882,0.52212,-2482104.50000,8131781.50000,3.21011,1.90219,1.40483,1.08991
806001,0.48339,0.77265,0.67140,2.03993,0.56500,-2515557.00000,8129565.00000,3.19742,1.86600,1.43297,1.11727
809316,0.45522,0.77562,0.67087,1.91479,0.28526,-2195807.00000,7839968.00000,4.29033,2.52739,1.30320,0.96142
808001,0.47692,0.78006,0.97649,2.39911,0.33570,-2344172.00000,7944545.00000,3.61153,2.39620,1.31806,0.99651
809310,0.47429,0.78511,0.77372,2.24392,0.32224,-2290927.25000,7877867.50000,2.74208,2.47570,1.32222,0.99826
804002,0.47012,0.80215,0.88870,2.28136,0.39676,-2534777.75000,7980103.50000,3.60039,2.06322,1.39967,1.07188
802137,0.46759,0.80342,0.61046,2.42983,0.37216,-2433273.25000,7901378.00000,4.23431,2.36940,1.33445,1.00432
809317,0.45138,0.80399,0.70333,1.85658,0.28183,-2251317.50000,7769960.50000,2.65975,2.60574,1.33846,0.99300
802202,0.47115,0.81013,0.86420,2.52806,0.30609,-2358829.50000,7819579.50000,3.70888,2.52777,1.31806,0.99123
802055,0.47273,0.81540,0.55425,1.92132,0.34342,-2399101.75000,7823800.50000,4.66401,2.47793,1.34242,1.01703
802203,0.47196,0.81600,0.71637,2.12533,0.28937,-2333686.50000,7778525.00000,4.27248,2.57989,1.33041,1.00432
802156,0.46729,0.81706,0.82875,2.39307,0.31412,-2315792.00000,7762657.50000,4.09416,2.60615,1.33041,1.00000
802198,0.46603,0.82128,0.71451,2.41291,0.25609,-2307940.25000,7741234.50000,3.88341,2.62539,1.32015,0.98856
803002,0.46429,0.82608,0.80548,2.53810,0.37711,-2538434.25000,7863149.00000,2.64482,2.20913,1.40140,1.06819
802006,0.46606,0.82639,0.74131,2.17953,0.32653,-2408552.50000,7782867.50000,4.78916,2.49768,1.34439,1.01284
803003,0.46241,0.82821,0.91184,2.28029,0.37316,-2577195.25000,7876265.00000,1.82595,2.08812,1.42488,1.08991
802007,0.46330,0.83371,0.81179,2.37113,0.30491,-2434949.50000,7767754.00000,4.89416,2.47915,1.33846,1.00432
802004,0.45299,0.84662,0.94061,2.60630,0.31922,-2571907.50000,7786448.50000,2.85842,2.23120,1.36922,1.02531
710003,0.37336,0.99460,0.94867,2.41886,0.16660,-3015437.75000,7217277.00000,4.69903,2.32840,1.33041,0.90255
710204,0.37089,0.99928,0.91382,2.16875,0.17410,-3082206.50000,7194149.00000,3.57238,2.30176,1.32838,0.89763
11202,0.35947,,,,,,,,,1.27875,0.83442
G8170005,0.49416,,,,,,,,,1.40993,1.10380
G8100106,0.44322,,,,,,,,,1.43616,1.08279
3301,0.40703,,,,,,,,,1.26717,0.87679
2101,0.32944,,,,,,,,,1.29447,0.81224
